timestamp,temperature_c,humidity_percent,temperature_status,flame_raw,flame_detected,flame_status,vibration_rms,vibration_g,vibration_status,overall_status,overall_alarm,machine_state,motor_command,fan_command,buzzer_command,emergency_stop
2026-06-13 18:28:34,23.9,49.9,NORMAL,888,0,NORMAL,0.07,0.0072,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:36,51.1,73.9,CRITICAL,961,0,NORMAL,0.115,0.0117,NORMAL,CRITICAL,1,STOPPED_OVER_TEMPERATURE,0,1,1,0
2026-06-13 18:28:37,21.5,58.6,NORMAL,815,0,NORMAL,0.065,0.0066,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:38,26.1,46.8,NORMAL,859,0,NORMAL,1.177,0.12,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:28:39,27.0,48.4,NORMAL,340,1,ALARM,0.19,0.0194,NORMAL,CRITICAL,1,EMERGENCY_STOP_FLAME,0,0,1,1
2026-06-13 18:28:40,22.6,63.1,NORMAL,867,0,NORMAL,0.206,0.021,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:41,22.9,60.9,NORMAL,869,0,NORMAL,0.106,0.0108,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:42,25.4,62.5,NORMAL,926,0,NORMAL,1.345,0.1371,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:28:43,47.8,88.9,CRITICAL,970,0,NORMAL,0.191,0.0194,NORMAL,CRITICAL,1,STOPPED_OVER_TEMPERATURE,0,1,1,0
2026-06-13 18:28:44,39.9,78.6,WARNING,705,0,NORMAL,0.088,0.009,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:28:45,26.5,51.6,NORMAL,925,0,NORMAL,0.69,0.0704,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:28:46,24.5,51.8,NORMAL,899,0,NORMAL,0.954,0.0973,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:28:47,23.3,65.6,NORMAL,952,0,NORMAL,0.056,0.0057,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:48,21.0,48.7,NORMAL,793,0,NORMAL,0.212,0.0216,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:49,22.8,59.7,NORMAL,753,0,NORMAL,1.272,0.1297,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:50,27.6,46.4,NORMAL,881,0,NORMAL,0.12,0.0123,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:28:51,24.9,52.7,NORMAL,780,0,NORMAL,1.722,0.1756,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:52,22.4,63.7,NORMAL,871,0,NORMAL,0.189,0.0193,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:28:53,24.2,58.8,NORMAL,741,0,NORMAL,0.082,0.0084,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:54,23.1,65.0,NORMAL,844,0,NORMAL,0.073,0.0074,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:56,21.2,52.0,NORMAL,954,0,NORMAL,0.09,0.0092,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:57,24.1,47.2,NORMAL,760,0,NORMAL,0.053,0.0054,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:58,22.7,53.9,NORMAL,907,0,NORMAL,0.082,0.0083,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:28:59,23.1,57.1,NORMAL,819,0,NORMAL,0.189,0.0193,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:00,27.4,58.8,NORMAL,343,1,ALARM,0.136,0.0138,NORMAL,CRITICAL,1,EMERGENCY_STOP_FLAME,0,0,1,1
2026-06-13 18:29:01,41.9,72.8,WARNING,961,0,NORMAL,0.16,0.0163,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:02,24.6,58.6,NORMAL,737,0,NORMAL,0.179,0.0183,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:03,24.4,55.9,NORMAL,810,0,NORMAL,0.173,0.0177,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:04,21.3,47.1,NORMAL,889,0,NORMAL,1.359,0.1386,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:29:05,26.7,67.5,NORMAL,788,0,NORMAL,0.064,0.0065,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:06,25.7,54.5,NORMAL,911,0,NORMAL,0.178,0.0182,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:07,38.8,79.6,WARNING,860,0,NORMAL,0.091,0.0093,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:08,22.0,57.3,NORMAL,969,0,NORMAL,0.204,0.0208,NORMAL,NORMAL,0,STOPPED_OVER_TEMPERATURE,0,1,1,0
2026-06-13 18:29:09,21.9,63.6,NORMAL,941,0,NORMAL,0.725,0.0739,WARNING,WARNING,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:10,26.1,54.3,NORMAL,750,0,NORMAL,0.041,0.0042,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:29:11,24.9,51.0,NORMAL,960,0,NORMAL,0.146,0.0149,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:13,26.6,51.5,NORMAL,851,0,NORMAL,0.165,0.0168,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:14,36.8,83.5,WARNING,947,0,NORMAL,0.21,0.0214,NORMAL,WARNING,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:15,37.9,77.7,WARNING,897,0,NORMAL,0.082,0.0084,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:16,38.6,87.6,WARNING,754,0,NORMAL,0.089,0.0091,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:17,26.6,45.5,NORMAL,788,0,NORMAL,0.111,0.0113,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:18,25.8,55.4,NORMAL,709,0,NORMAL,0.129,0.0132,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:19,21.8,67.4,NORMAL,851,0,NORMAL,0.17,0.0174,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:20,35.1,80.9,WARNING,723,0,NORMAL,0.062,0.0063,NORMAL,WARNING,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:21,36.5,79.8,WARNING,709,0,NORMAL,0.176,0.018,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:22,22.0,66.0,NORMAL,704,0,NORMAL,0.198,0.0201,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:23,22.9,53.2,NORMAL,980,0,NORMAL,0.102,0.0104,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:24,23.3,65.6,NORMAL,882,0,NORMAL,0.556,0.0567,WARNING,WARNING,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:25,23.8,68.0,NORMAL,830,0,NORMAL,0.548,0.0559,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:29:26,25.9,62.6,NORMAL,863,0,NORMAL,0.192,0.0196,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:27,22.7,53.5,NORMAL,898,0,NORMAL,0.115,0.0118,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:28,27.6,56.5,NORMAL,887,0,NORMAL,0.068,0.0069,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:29,23.0,45.8,NORMAL,968,0,NORMAL,1.195,0.1218,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:29:31,27.5,62.9,NORMAL,935,0,NORMAL,0.088,0.009,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:32,23.8,47.3,NORMAL,979,0,NORMAL,0.203,0.0207,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:33,24.3,45.9,NORMAL,762,0,NORMAL,0.593,0.0605,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:29:34,24.9,56.2,NORMAL,796,0,NORMAL,0.058,0.0059,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:35,27.3,60.0,NORMAL,722,0,NORMAL,0.063,0.0065,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:36,26.5,54.2,NORMAL,825,0,NORMAL,0.16,0.0163,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:37,22.1,45.9,NORMAL,978,0,NORMAL,0.218,0.0222,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:38,21.7,66.7,NORMAL,794,0,NORMAL,0.073,0.0074,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:39,37.8,81.8,WARNING,807,0,NORMAL,0.188,0.0191,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:29:40,25.2,53.9,NORMAL,978,0,NORMAL,0.104,0.0106,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:41,27.7,52.3,NORMAL,719,0,NORMAL,1.117,0.1139,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:29:42,23.1,46.7,NORMAL,781,0,NORMAL,0.068,0.0069,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:43,24.1,49.0,NORMAL,769,0,NORMAL,1.42,0.1448,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:29:44,26.0,61.8,NORMAL,710,0,NORMAL,0.219,0.0224,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:45,23.9,56.8,NORMAL,909,0,NORMAL,0.219,0.0223,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:46,25.5,46.3,NORMAL,761,0,NORMAL,0.159,0.0162,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:47,26.9,45.2,NORMAL,701,0,NORMAL,0.605,0.0617,WARNING,WARNING,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:49,21.9,63.3,NORMAL,818,0,NORMAL,0.051,0.0052,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:29:50,21.6,48.0,NORMAL,860,0,NORMAL,1.378,0.1405,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:51,24.1,50.6,NORMAL,852,0,NORMAL,0.105,0.0107,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:29:52,26.3,63.9,NORMAL,891,0,NORMAL,0.062,0.0063,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:53,27.3,46.0,NORMAL,928,0,NORMAL,0.168,0.0172,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:54,24.0,45.8,NORMAL,876,0,NORMAL,1.533,0.1564,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:55,23.7,61.8,NORMAL,862,0,NORMAL,0.141,0.0144,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:29:56,25.9,56.2,NORMAL,810,0,NORMAL,0.083,0.0084,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:57,22.3,57.4,NORMAL,912,0,NORMAL,0.134,0.0137,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:58,25.9,59.3,NORMAL,774,0,NORMAL,0.177,0.0181,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:29:59,26.0,66.3,NORMAL,920,0,NORMAL,1.736,0.177,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:00,27.6,49.9,NORMAL,815,0,NORMAL,0.14,0.0143,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:01,26.3,61.3,NORMAL,713,0,NORMAL,0.1,0.0102,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:02,23.6,57.8,NORMAL,785,0,NORMAL,0.172,0.0176,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:03,26.9,46.6,NORMAL,896,0,NORMAL,0.946,0.0965,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:04,27.3,57.2,NORMAL,975,0,NORMAL,0.136,0.0138,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:05,38.6,76.9,WARNING,729,0,NORMAL,0.073,0.0075,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:30:06,40.6,84.4,WARNING,706,0,NORMAL,0.147,0.015,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:30:07,27.5,45.9,NORMAL,816,0,NORMAL,0.186,0.019,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:08,26.8,61.3,NORMAL,701,0,NORMAL,0.128,0.0131,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:10,27.0,67.1,NORMAL,900,0,NORMAL,0.062,0.0063,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:11,48.8,76.5,CRITICAL,788,0,NORMAL,0.07,0.0072,NORMAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:12,36.1,86.0,WARNING,949,0,NORMAL,0.076,0.0078,NORMAL,WARNING,0,STOPPED_OVER_TEMPERATURE,0,1,1,0
2026-06-13 18:30:13,24.4,58.5,NORMAL,754,0,NORMAL,0.066,0.0067,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:30:14,25.7,56.8,NORMAL,822,0,NORMAL,1.723,0.1757,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:15,25.2,66.4,NORMAL,950,0,NORMAL,0.593,0.0604,WARNING,WARNING,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:16,27.7,63.4,NORMAL,784,0,NORMAL,0.084,0.0086,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:17,24.4,59.3,NORMAL,917,0,NORMAL,0.061,0.0062,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:18,22.1,61.7,NORMAL,816,0,NORMAL,0.214,0.0218,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:19,21.0,57.4,NORMAL,795,0,NORMAL,0.054,0.0055,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:20,21.1,47.3,NORMAL,783,0,NORMAL,0.151,0.0154,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:21,24.5,66.4,NORMAL,826,0,NORMAL,0.147,0.015,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:22,24.8,61.2,NORMAL,866,0,NORMAL,0.439,0.0448,WARNING,WARNING,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:23,21.5,65.6,NORMAL,815,0,NORMAL,0.429,0.0438,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:24,21.4,48.1,NORMAL,960,0,NORMAL,0.717,0.0731,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:25,27.6,55.3,NORMAL,887,0,NORMAL,0.191,0.0195,NORMAL,NORMAL,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:26,21.5,55.7,NORMAL,937,0,NORMAL,0.162,0.0166,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:27,27.1,52.5,NORMAL,936,0,NORMAL,0.134,0.0136,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:28,22.8,53.2,NORMAL,899,0,NORMAL,1.708,0.1741,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:29,22.3,66.4,NORMAL,906,0,NORMAL,0.929,0.0947,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:31,21.3,65.2,NORMAL,945,0,NORMAL,1.696,0.1729,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:32,21.9,52.6,NORMAL,757,0,NORMAL,0.086,0.0088,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:33,24.7,67.2,NORMAL,940,0,NORMAL,0.389,0.0397,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:34,24.7,58.2,NORMAL,906,0,NORMAL,0.19,0.0194,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:35,21.6,56.1,NORMAL,863,0,NORMAL,0.153,0.0156,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:36,23.0,47.3,NORMAL,921,0,NORMAL,1.009,0.1029,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:37,24.4,52.2,NORMAL,751,0,NORMAL,0.211,0.0215,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:38,36.5,81.2,WARNING,722,0,NORMAL,0.108,0.0111,NORMAL,WARNING,0,RUNNING_WITH_WARNING,1,1,0,0
2026-06-13 18:30:39,21.4,61.1,NORMAL,873,0,NORMAL,1.439,0.1467,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:40,24.3,47.2,NORMAL,950,0,NORMAL,0.944,0.0962,CRITICAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:30:41,21.2,53.5,NORMAL,799,0,NORMAL,0.112,0.0114,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:42,26.9,65.9,NORMAL,953,0,NORMAL,0.334,0.034,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:43,25.2,50.6,NORMAL,903,0,NORMAL,0.404,0.0412,WARNING,WARNING,0,RUNNING_WITH_WARNING,1,0,0,0
2026-06-13 18:30:44,25.0,55.6,NORMAL,919,0,NORMAL,0.22,0.0224,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:45,23.0,57.0,NORMAL,257,1,ALARM,0.058,0.0059,NORMAL,CRITICAL,1,EMERGENCY_STOP_FLAME,0,0,1,1
2026-06-13 18:30:47,23.3,59.1,NORMAL,140,1,ALARM,0.07,0.0071,NORMAL,CRITICAL,1,EMERGENCY_STOP_FLAME,0,0,1,1
2026-06-13 18:30:48,25.1,58.8,NORMAL,729,0,NORMAL,0.109,0.0111,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:49,22.2,53.3,NORMAL,929,0,NORMAL,0.111,0.0114,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:50,26.0,48.7,NORMAL,285,1,ALARM,0.13,0.0133,NORMAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:51,21.4,65.4,NORMAL,906,0,NORMAL,0.058,0.0059,NORMAL,NORMAL,0,EMERGENCY_STOP_FLAME,0,0,1,1
2026-06-13 18:30:52,25.9,62.9,NORMAL,837,0,NORMAL,0.055,0.0056,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:53,23.9,56.4,NORMAL,795,0,NORMAL,0.124,0.0127,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:54,26.5,59.7,NORMAL,898,0,NORMAL,0.067,0.0069,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:55,24.5,57.7,NORMAL,809,0,NORMAL,0.176,0.018,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:56,24.7,51.0,NORMAL,705,0,NORMAL,0.072,0.0074,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:57,22.2,53.2,NORMAL,956,0,NORMAL,0.177,0.0181,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:58,22.0,59.0,NORMAL,772,0,NORMAL,1.689,0.1722,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:30:59,23.0,58.7,NORMAL,851,0,NORMAL,0.057,0.0058,NORMAL,NORMAL,0,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:31:00,22.7,63.5,NORMAL,804,0,NORMAL,1.116,0.1138,CRITICAL,CRITICAL,1,RUNNING_NORMAL,1,0,0,0
2026-06-13 18:31:01,22.0,50.6,NORMAL,191,1,ALARM,0.121,0.0124,NORMAL,CRITICAL,1,STOPPED_MAINTENANCE_REQUIRED,0,0,1,0
2026-06-13 18:31:02,27.1,54.5,NORMAL,137,1,ALARM,0.176,0.0179,NORMAL,CRITICAL,1,EMERGENCY_STOP_FLAME,0,0,1,1
2026-06-13 18:31:03,24.6,55.7,NORMAL,936,0,NORMAL,0.2,0.0204,NORMAL,NORMAL,0,RUNNING_NORMAL,1,0,0,0
